행정기관코드,통계년월,시도명,시군구명,읍면동명,계,남자,여자
4817042000,2024-07-31,경상남도,진주시,집현면,0,0,0
4817043000,2024-07-31,경상남도,진주시,미천면,0,0,0
4817044000,2024-07-31,경상남도,진주시,명석면,1,0,1
4817045000,2024-07-31,경상남도,진주시,대평면,0,0,0
4817046000,2024-07-31,경상남도,진주시,수곡면,0,0,0
4817051500,2024-07-31,경상남도,진주시,천전동,11,7,4
4817055500,2024-07-31,경상남도,진주시,성북동,3,2,1
4817056500,2024-07-31,경상남도,진주시,중앙동,0,0,0
4817059500,2024-07-31,경상남도,진주시,상봉동,0,0,0
4817067300,2024-07-31,경상남도,진주시,상대동,5,1,4
4817067800,2024-07-31,경상남도,진주시,하대동,6,4,2
4817068000,2024-07-31,경상남도,진주시,상평동,3,1,2
4817069500,2024-07-31,경상남도,진주시,초장동,9,2,7
4817071000,2024-07-31,경상남도,진주시,평거동,10,7,3
4817071500,2024-07-31,경상남도,진주시,신안동,2,0,2
4817072000,2024-07-31,경상남도,진주시,이현동,4,2,2
4817073000,2024-07-31,경상남도,진주시,판문동,3,1,2
4817074000,2024-07-31,경상남도,진주시,가호동,37,15,22
4817075000,2024-07-31,경상남도,진주시,충무공동,29,17,12
4822025000,2024-07-31,경상남도,통영시,산양읍,1,1,0
4822031000,2024-07-31,경상남도,통영시,용남면,6,2,4
4822033000,2024-07-31,경상남도,통영시,도산면,0,0,0
4822034000,2024-07-31,경상남도,통영시,광도면,13,7,6
4822035000,2024-07-31,경상남도,통영시,욕지면,0,0,0
4822036000,2024-07-31,경상남도,통영시,한산면,0,0,0
4822037000,2024-07-31,경상남도,통영시,사량면,0,0,0
4822051000,2024-07-31,경상남도,통영시,도천동,1,1,0
4822053000,2024-07-31,경상남도,통영시,명정동,0,0,0
4822055000,2024-07-31,경상남도,통영시,중앙동,1,0,1
4822059000,2024-07-31,경상남도,통영시,정량동,0,0,0
4822060000,2024-07-31,경상남도,통영시,북신동,3,0,3
4822066500,2024-07-31,경상남도,통영시,미수동,2,2,0
4822067000,2024-07-31,경상남도,통영시,봉평동,1,1,0
4822070000,2024-07-31,경상남도,통영시,무전동,4,3,1
4824025000,2024-07-31,경상남도,사천시,사천읍,5,2,3
4824031000,2024-07-31,경상남도,사천시,정동면,7,4,3
4824032000,2024-07-31,경상남도,사천시,사남면,12,10,2
4824033000,2024-07-31,경상남도,사천시,용현면,3,3,0
4824034000,2024-07-31,경상남도,사천시,축동면,0,0,0
4824035000,2024-07-31,경상남도,사천시,곤양면,0,0,0
4824036000,2024-07-31,경상남도,사천시,곤명면,0,0,0
4824037000,2024-07-31,경상남도,사천시,서포면,1,0,1
4824051000,2024-07-31,경상남도,사천시,동서동,0,0,0
4824052000,2024-07-31,경상남도,사천시,선구동,0,0,0
4824053000,2024-07-31,경상남도,사천시,동서금동,1,0,1
4824055000,2024-07-31,경상남도,사천시,벌용동,4,1,3
4824057000,2024-07-31,경상남도,사천시,향촌동,5,2,3
4824059500,2024-07-31,경상남도,사천시,남양동,3,2,1
4824089000,2024-07-31,경상남도,사천시,신수출장소,0,0,0
4825025000,2024-07-31,경상남도,김해시,진영읍,23,14,9
4825032000,2024-07-31,경상남도,김해시,주촌면,17,10,7
4825033000,2024-07-31,경상남도,김해시,진례면,0,0,0
4825034000,2024-07-31,경상남도,김해시,한림면,2,1,1
4825035000,2024-07-31,경상남도,김해시,생림면,0,0,0
4825036000,2024-07-31,경상남도,김해시,상동면,0,0,0
4825037000,2024-07-31,경상남도,김해시,대동면,0,0,0
4825051000,2024-07-31,경상남도,김해시,동상동,2,0,2
4825052000,2024-07-31,경상남도,김해시,회현동,0,0,0
4825053000,2024-07-31,경상남도,김해시,부원동,1,0,1
4825054000,2024-07-31,경상남도,김해시,내외동,20,7,13
4825055000,2024-07-31,경상남도,김해시,북부동,34,16,18
4825056500,2024-07-31,경상남도,김해시,칠산서부동,1,1,0
4825058000,2024-07-31,경상남도,김해시,활천동,5,3,2
4825059000,2024-07-31,경상남도,김해시,삼안동,15,7,8
4825060000,2024-07-31,경상남도,김해시,불암동,1,1,0
4825061000,2024-07-31,경상남도,김해시,장유1동,27,18,9
4825062000,2024-07-31,경상남도,김해시,장유2동,13,8,5
4825063000,2024-07-31,경상남도,김해시,장유3동,38,18,20
4827025000,2024-07-31,경상남도,밀양시,삼랑진읍,1,0,1
4827025100,2024-07-31,경상남도,밀양시,삼랑진임천출장소,0,0,0
4827025300,2024-07-31,경상남도,밀양시,하남읍,1,0,1
4827031000,2024-07-31,경상남도,밀양시,부북면,0,0,0
4827032000,2024-07-31,경상남도,밀양시,상동면,0,0,0
4827033000,2024-07-31,경상남도,밀양시,산외면,0,0,0
4827034000,2024-07-31,경상남도,밀양시,산내면,0,0,0
4827035000,2024-07-31,경상남도,밀양시,단장면,1,0,1
4827036000,2024-07-31,경상남도,밀양시,상남면,2,1,1
4827037000,2024-07-31,경상남도,밀양시,초동면,1,0,1
4827038000,2024-07-31,경상남도,밀양시,무안면,0,0,0
4827039000,2024-07-31,경상남도,밀양시,청도면,0,0,0
4827051000,2024-07-31,경상남도,밀양시,내일동,0,0,0
4827052000,2024-07-31,경상남도,밀양시,내이동,14,6,8
4827053000,2024-07-31,경상남도,밀양시,삼문동,9,3,6
4827054000,2024-07-31,경상남도,밀양시,가곡동,1,1,0
4827055000,2024-07-31,경상남도,밀양시,교동,1,0,1
4831031000,2024-07-31,경상남도,거제시,일운면,1,0,1
4831032000,2024-07-31,경상남도,거제시,동부면,1,0,1
4831033000,2024-07-31,경상남도,거제시,남부면,0,0,0
4831034000,2024-07-31,경상남도,거제시,거제면,0,0,0
4831035000,2024-07-31,경상남도,거제시,둔덕면,1,0,1
4831036000,2024-07-31,경상남도,거제시,사등면,0,0,0
4831036600,2024-07-31,경상남도,거제시,사등면가조출장소,0,0,0
4831037000,2024-07-31,경상남도,거제시,연초면,2,1,1
4831038000,2024-07-31,경상남도,거제시,하청면,1,1,0
4831038500,2024-07-31,경상남도,거제시,하청면칠천출장소,0,0,0
4831039000,2024-07-31,경상남도,거제시,장목면,0,0,0
4831039500,2024-07-31,경상남도,거제시,장목면외포출장소,0,0,0
4831051000,2024-07-31,경상남도,거제시,장승포동,0,0,0
4831053000,2024-07-31,경상남도,거제시,능포동,0,0,0
4831054000,2024-07-31,경상남도,거제시,아주동,13,12,1
4831055000,2024-07-31,경상남도,거제시,옥포1동,6,4,2
4831056000,2024-07-31,경상남도,거제시,옥포2동,2,1,1
4831057000,2024-07-31,경상남도,거제시,장평동,10,6,4
4831058000,2024-07-31,경상남도,거제시,고현동,16,8,8
4831059000,2024-07-31,경상남도,거제시,상문동,17,12,5
4831060000,2024-07-31,경상남도,거제시,수양동,6,2,4
4833025300,2024-07-31,경상남도,양산시,물금읍,68,35,33
4833031000,2024-07-31,경상남도,양산시,동면,44,27,17
4833032000,2024-07-31,경상남도,양산시,원동면,1,1,0
4833033000,2024-07-31,경상남도,양산시,상북면,0,0,0
4833034000,2024-07-31,경상남도,양산시,하북면,0,0,0
4833051000,2024-07-31,경상남도,양산시,중앙동,1,1,0
4833051500,2024-07-31,경상남도,양산시,양주동,7,3,4
4833052000,2024-07-31,경상남도,양산시,삼성동,5,1,4
4833053000,2024-07-31,경상남도,양산시,강서동,2,2,0
4833054000,2024-07-31,경상남도,양산시,서창동,4,2,2
4833055000,2024-07-31,경상남도,양산시,소주동,6,2,4
4833056000,2024-07-31,경상남도,양산시,평산동,4,2,2
4833057000,2024-07-31,경상남도,양산시,덕계동,10,7,3
4872025000,2024-07-31,경상남도,의령군,의령읍,2,1,1
4872031000,2024-07-31,경상남도,의령군,가례면,0,0,0
4872032000,2024-07-31,경상남도,의령군,칠곡면,0,0,0
4872033000,2024-07-31,경상남도,의령군,대의면,0,0,0
4872034000,2024-07-31,경상남도,의령군,화정면,2,2,0
4872035000,2024-07-31,경상남도,의령군,용덕면,0,0,0
4872036000,2024-07-31,경상남도,의령군,정곡면,0,0,0
4872037000,2024-07-31,경상남도,의령군,지정면,3,3,0
4872038000,2024-07-31,경상남도,의령군,낙서면,0,0,0
4872039000,2024-07-31,경상남도,의령군,부림면,0,0,0
4872040000,2024-07-31,경상남도,의령군,봉수면,0,0,0
4872041500,2024-07-31,경상남도,의령군,궁류면,0,0,0
4872042000,2024-07-31,경상남도,의령군,유곡면,0,0,0
4873025000,2024-07-31,경상남도,함안군,가야읍,3,1,2
4873025300,2024-07-31,경상남도,함안군,칠원읍,2,0,2
4873031000,2024-07-31,경상남도,함안군,함안면,0,0,0
4873032000,2024-07-31,경상남도,함안군,군북면,0,0,0
4873033000,2024-07-31,경상남도,함안군,법수면,0,0,0
4873034000,2024-07-31,경상남도,함안군,대산면,0,0,0
4873035000,2024-07-31,경상남도,함안군,칠서면,1,1,0
4873036000,2024-07-31,경상남도,함안군,칠북면,0,0,0
4873038000,2024-07-31,경상남도,함안군,산인면,0,0,0
4873039000,2024-07-31,경상남도,함안군,여항면,0,0,0
4874025000,2024-07-31,경상남도,창녕군,창녕읍,5,4,1
4874025300,2024-07-31,경상남도,창녕군,남지읍,3,1,2
4874031000,2024-07-31,경상남도,창녕군,고암면,1,0,1
4874032000,2024-07-31,경상남도,창녕군,성산면,0,0,0
4874033000,2024-07-31,경상남도,창녕군,대합면,2,0,2
4874034000,2024-07-31,경상남도,창녕군,이방면,0,0,0
4874035000,2024-07-31,경상남도,창녕군,유어면,0,0,0
4874036000,2024-07-31,경상남도,창녕군,대지면,1,0,1
4874037000,2024-07-31,경상남도,창녕군,계성면,0,0,0
4874038000,2024-07-31,경상남도,창녕군,영산면,1,0,1
4874039000,2024-07-31,경상남도,창녕군,장마면,0,0,0
4874040000,2024-07-31,경상남도,창녕군,도천면,0,0,0
4874041000,2024-07-31,경상남도,창녕군,길곡면,0,0,0
4874042000,2024-07-31,경상남도,창녕군,부곡면,1,1,0
4882025000,2024-07-31,경상남도,고성군,고성읍,5,1,4
4882031000,2024-07-31,경상남도,고성군,삼산면,0,0,0
4882032000,2024-07-31,경상남도,고성군,하일면,0,0,0
4882033000,2024-07-31,경상남도,고성군,하이면,0,0,0
4882034000,2024-07-31,경상남도,고성군,상리면,0,0,0
4882035000,2024-07-31,경상남도,고성군,대가면,0,0,0
4882036000,2024-07-31,경상남도,고성군,영현면,0,0,0
4882037000,2024-07-31,경상남도,고성군,영오면,0,0,0
4882038000,2024-07-31,경상남도,고성군,개천면,0,0,0
4882039000,2024-07-31,경상남도,고성군,구만면,0,0,0
4882040000,2024-07-31,경상남도,고성군,회화면,0,0,0
4882041000,2024-07-31,경상남도,고성군,마암면,0,0,0
4882042000,2024-07-31,경상남도,고성군,동해면,0,0,0
4882043000,2024-07-31,경상남도,고성군,거류면,0,0,0
4884025000,2024-07-31,경상남도,남해군,남해읍,3,1,2
4884031000,2024-07-31,경상남도,남해군,이동면,0,0,0
4884032000,2024-07-31,경상남도,남해군,상주면,2,2,0
4884033000,2024-07-31,경상남도,남해군,삼동면,0,0,0
4884034000,2024-07-31,경상남도,남해군,미조면,0,0,0
4884035000,2024-07-31,경상남도,남해군,남면,0,0,0
4884036000,2024-07-31,경상남도,남해군,서면,0,0,0
4884037000,2024-07-31,경상남도,남해군,고현면,0,0,0
4884038000,2024-07-31,경상남도,남해군,설천면,0,0,0
4884039000,2024-07-31,경상남도,남해군,창선면,1,1,0
4885025000,2024-07-31,경상남도,하동군,하동읍,4,4,0
4885031000,2024-07-31,경상남도,하동군,화개면,0,0,0
4885032000,2024-07-31,경상남도,하동군,악양면,1,1,0
4885033000,2024-07-31,경상남도,하동군,적량면,0,0,0
4885034000,2024-07-31,경상남도,하동군,횡천면,0,0,0
4885035000,2024-07-31,경상남도,하동군,고전면,1,0,1
4885036000,2024-07-31,경상남도,하동군,금남면,1,1,0
4885037000,2024-07-31,경상남도,하동군,진교면,0,0,0
4885038000,2024-07-31,경상남도,하동군,양보면,0,0,0
4885039000,2024-07-31,경상남도,하동군,북천면,0,0,0
4885040000,2024-07-31,경상남도,하동군,청암면,0,0,0
4885041000,2024-07-31,경상남도,하동군,옥종면,0,0,0
4885042000,2024-07-31,경상남도,하동군,금성면,0,0,0
4886025000,2024-07-31,경상남도,산청군,산청읍,3,1,2
4886031000,2024-07-31,경상남도,산청군,차황면,0,0,0
4886032000,2024-07-31,경상남도,산청군,오부면,0,0,0
4886033000,2024-07-31,경상남도,산청군,생초면,1,1,0
4886034000,2024-07-31,경상남도,산청군,금서면,0,0,0
4886035000,2024-07-31,경상남도,산청군,삼장면,0,0,0
4886036000,2024-07-31,경상남도,산청군,시천면,0,0,0
4886037000,2024-07-31,경상남도,산청군,단성면,2,0,2
4886038000,2024-07-31,경상남도,산청군,신안면,2,1,1
4886039000,2024-07-31,경상남도,산청군,생비량면,0,0,0
4886040000,2024-07-31,경상남도,산청군,신등면,0,0,0
4887025000,2024-07-31,경상남도,함양군,함양읍,7,4,3
4887031000,2024-07-31,경상남도,함양군,마천면,0,0,0
4887032000,2024-07-31,경상남도,함양군,휴천면,0,0,0
4887033000,2024-07-31,경상남도,함양군,유림면,0,0,0
4887034000,2024-07-31,경상남도,함양군,수동면,0,0,0
4887035000,2024-07-31,경상남도,함양군,지곡면,0,0,0
4887036000,2024-07-31,경상남도,함양군,안의면,0,0,0
4887037000,2024-07-31,경상남도,함양군,서하면,0,0,0
4887038000,2024-07-31,경상남도,함양군,서상면,0,0,0
4887039000,2024-07-31,경상남도,함양군,백전면,0,0,0
4887040000,2024-07-31,경상남도,함양군,병곡면,0,0,0
4888025000,2024-07-31,경상남도,거창군,거창읍,21,9,12
4888031000,2024-07-31,경상남도,거창군,주상면,0,0,0
4888032000,2024-07-31,경상남도,거창군,웅양면,1,1,0
4888033000,2024-07-31,경상남도,거창군,고제면,1,0,1
4888034000,2024-07-31,경상남도,거창군,북상면,0,0,0
4888035000,2024-07-31,경상남도,거창군,위천면,0,0,0
4888036000,2024-07-31,경상남도,거창군,마리면,0,0,0
4888037000,2024-07-31,경상남도,거창군,남상면,0,0,0
4888038000,2024-07-31,경상남도,거창군,남하면,0,0,0
4888039000,2024-07-31,경상남도,거창군,신원면,1,1,0
4888040000,2024-07-31,경상남도,거창군,가조면,1,0,1
4888041000,2024-07-31,경상남도,거창군,가북면,0,0,0
4889025000,2024-07-31,경상남도,합천군,합천읍,1,0,1
4889031000,2024-07-31,경상남도,합천군,봉산면,0,0,0
4889032000,2024-07-31,경상남도,합천군,묘산면,0,0,0
4889033000,2024-07-31,경상남도,합천군,가야면,0,0,0
4889034000,2024-07-31,경상남도,합천군,야로면,0,0,0
4889035000,2024-07-31,경상남도,합천군,율곡면,0,0,0
4889036000,2024-07-31,경상남도,합천군,초계면,0,0,0
4889037000,2024-07-31,경상남도,합천군,쌍책면,0,0,0
4889038000,2024-07-31,경상남도,합천군,덕곡면,0,0,0
4889039000,2024-07-31,경상남도,합천군,청덕면,0,0,0
4889040000,2024-07-31,경상남도,합천군,적중면,0,0,0
4889041000,2024-07-31,경상남도,합천군,대양면,0,0,0
4889042000,2024-07-31,경상남도,합천군,쌍백면,0,0,0
4889043000,2024-07-31,경상남도,합천군,삼가면,1,1,0
4889044000,2024-07-31,경상남도,합천군,가회면,0,0,0
4889045000,2024-07-31,경상남도,합천군,대병면,0,0,0
4889046000,2024-07-31,경상남도,합천군,용주면,1,0,1
5011025000,2024-07-31,제주특별자치도,제주시,한림읍,3,0,3
5011025300,2024-07-31,제주특별자치도,제주시,애월읍,15,6,9
5011025600,2024-07-31,제주특별자치도,제주시,구좌읍,2,0,2
5011025900,2024-07-31,제주특별자치도,제주시,조천읍,9,5,4
5011031000,2024-07-31,제주특별자치도,제주시,한경면,6,4,2
5011032000,2024-07-31,제주특별자치도,제주시,추자면,0,0,0
5011033000,2024-07-31,제주특별자치도,제주시,우도면,0,0,0
5011051000,2024-07-31,제주특별자치도,제주시,일도1동,1,0,1
5011052000,2024-07-31,제주특별자치도,제주시,일도2동,11,8,3
5011053000,2024-07-31,제주특별자치도,제주시,이도1동,3,2,1
5011054000,2024-07-31,제주특별자치도,제주시,이도2동,19,10,9
5011055000,2024-07-31,제주특별자치도,제주시,삼도1동,6,3,3
5011056000,2024-07-31,제주특별자치도,제주시,삼도2동,4,1,3
5011057000,2024-07-31,제주특별자치도,제주시,용담1동,2,1,1
5011058000,2024-07-31,제주특별자치도,제주시,용담2동,6,2,4
5011059000,2024-07-31,제주특별자치도,제주시,건입동,1,0,1
5011060000,2024-07-31,제주특별자치도,제주시,화북동,9,5,4
5011061000,2024-07-31,제주특별자치도,제주시,삼양동,9,4,5
5011062000,2024-07-31,제주특별자치도,제주시,봉개동,4,3,1
5011063000,2024-07-31,제주특별자치도,제주시,아라동,29,17,12
5011064000,2024-07-31,제주특별자치도,제주시,오라동,7,4,3
5011065000,2024-07-31,제주특별자치도,제주시,연동,19,11,8
5011066000,2024-07-31,제주특별자치도,제주시,노형동,18,10,8
5011067000,2024-07-31,제주특별자치도,제주시,외도동,17,8,9
5011068000,2024-07-31,제주특별자치도,제주시,이호동,4,2,2
5011069000,2024-07-31,제주특별자치도,제주시,도두동,1,0,1
5013025000,2024-07-31,제주특별자치도,서귀포시,대정읍,8,2,6
5013025300,2024-07-31,제주특별자치도,서귀포시,남원읍,6,5,1
5013025900,2024-07-31,제주특별자치도,서귀포시,성산읍,3,2,1
5013031000,2024-07-31,제주특별자치도,서귀포시,안덕면,1,1,0
5013032000,2024-07-31,제주특별자치도,서귀포시,표선면,1,1,0
5013051000,2024-07-31,제주특별자치도,서귀포시,송산동,0,0,0
5013052000,2024-07-31,제주특별자치도,서귀포시,정방동,1,0,1
5013053000,2024-07-31,제주특별자치도,서귀포시,중앙동,0,0,0
5013054000,2024-07-31,제주특별자치도,서귀포시,천지동,2,2,0
5013055000,2024-07-31,제주특별자치도,서귀포시,효돈동,2,1,1
5013056000,2024-07-31,제주특별자치도,서귀포시,영천동,0,0,0
5013057000,2024-07-31,제주특별자치도,서귀포시,동홍동,18,10,8
5013058000,2024-07-31,제주특별자치도,서귀포시,서홍동,11,8,3
5013059000,2024-07-31,제주특별자치도,서귀포시,대륜동,7,5,2
5013060000,2024-07-31,제주특별자치도,서귀포시,대천동,4,3,1
5013061000,2024-07-31,제주특별자치도,서귀포시,중문동,7,1,6
5013062000,2024-07-31,제주특별자치도,서귀포시,예래동,1,0,1
5111025000,2024-07-31,강원특별자치도,춘천시,신북읍,4,2,2
5111031000,2024-07-31,강원특별자치도,춘천시,동면,8,4,4
5111032000,2024-07-31,강원특별자치도,춘천시,동산면,0,0,0
5111033000,2024-07-31,강원특별자치도,춘천시,신동면,1,1,0
5111034000,2024-07-31,강원특별자치도,춘천시,남면,0,0,0
5111035000,2024-07-31,강원특별자치도,춘천시,서면,1,0,1
5111036000,2024-07-31,강원특별자치도,춘천시,사북면,0,0,0
5111038000,2024-07-31,강원특별자치도,춘천시,북산면,0,0,0
5111039000,2024-07-31,강원특별자치도,춘천시,동내면,7,4,3
5111040000,2024-07-31,강원특별자치도,춘천시,남산면,1,0,1
5111052000,2024-07-31,강원특별자치도,춘천시,교동,0,0,0
5111053000,2024-07-31,강원특별자치도,춘천시,조운동,0,0,0
5111054500,2024-07-31,강원특별자치도,춘천시,약사명동,8,3,5
5111057000,2024-07-31,강원특별자치도,춘천시,근화동,7,4,3
5111058000,2024-07-31,강원특별자치도,춘천시,소양동,9,3,6
5111060000,2024-07-31,강원특별자치도,춘천시,후평1동,5,3,2
5111061000,2024-07-31,강원특별자치도,춘천시,후평2동,5,5,0
5111061100,2024-07-31,강원특별자치도,춘천시,후평3동,8,6,2
5111062000,2024-07-31,강원특별자치도,춘천시,효자1동,0,0,0
5111063000,2024-07-31,강원특별자치도,춘천시,효자2동,4,2,2
5111064000,2024-07-31,강원특별자치도,춘천시,효자3동,2,2,0
5111065000,2024-07-31,강원특별자치도,춘천시,석사동,12,7,5
5111066000,2024-07-31,강원특별자치도,춘천시,퇴계동,14,3,11
5111067500,2024-07-31,강원특별자치도,춘천시,강남동,18,12,6
5111070500,2024-07-31,강원특별자치도,춘천시,신사우동,19,7,12
5113025000,2024-07-31,강원특별자치도,원주시,문막읍,4,3,1
5113031000,2024-07-31,강원특별자치도,원주시,소초면,1,1,0
5113032000,2024-07-31,강원특별자치도,원주시,호저면,0,0,0
5113033000,2024-07-31,강원특별자치도,원주시,지정면,23,13,10
5113035000,2024-07-31,강원특별자치도,원주시,부론면,0,0,0
5113036000,2024-07-31,강원특별자치도,원주시,귀래면,0,0,0
5113037000,2024-07-31,강원특별자치도,원주시,흥업면,5,4,1
5113038000,2024-07-31,강원특별자치도,원주시,판부면,0,0,0
5113039000,2024-07-31,강원특별자치도,원주시,신림면,0,0,0
5113051500,2024-07-31,강원특별자치도,원주시,중앙동,1,0,1
5113052000,2024-07-31,강원특별자치도,원주시,원인동,0,0,0
5113053000,2024-07-31,강원특별자치도,원주시,개운동,5,3,2
5113054100,2024-07-31,강원특별자치도,원주시,명륜1동,0,0,0
5113054200,2024-07-31,강원특별자치도,원주시,명륜2동,6,3,3
5113055000,2024-07-31,강원특별자치도,원주시,단구동,13,10,3
5113056000,2024-07-31,강원특별자치도,원주시,일산동,1,1,0
5113057500,2024-07-31,강원특별자치도,원주시,학성동,1,0,1
5113059000,2024-07-31,강원특별자치도,원주시,단계동,10,5,5
5113060000,2024-07-31,강원특별자치도,원주시,우산동,1,1,0
5113061000,2024-07-31,강원특별자치도,원주시,태장1동,5,0,5
5113062000,2024-07-31,강원특별자치도,원주시,태장2동,7,4,3
5113063500,2024-07-31,강원특별자치도,원주시,봉산동,1,0,1
5113065000,2024-07-31,강원특별자치도,원주시,행구동,2,2,0
5113066000,2024-07-31,강원특별자치도,원주시,무실동,12,3,9
5113067500,2024-07-31,강원특별자치도,원주시,반곡관설동,31,10,21
5115025000,2024-07-31,강원특별자치도,강릉시,주문진읍,5,3,2
5115031000,2024-07-31,강원특별자치도,강릉시,성산면,0,0,0
5115032000,2024-07-31,강원특별자치도,강릉시,왕산면,1,1,0
5115033000,2024-07-31,강원특별자치도,강릉시,구정면,0,0,0
5115034000,2024-07-31,강원특별자치도,강릉시,강동면,0,0,0
5115035000,2024-07-31,강원특별자치도,강릉시,옥계면,0,0,0
5115036000,2024-07-31,강원특별자치도,강릉시,사천면,0,0,0
5115037000,2024-07-31,강원특별자치도,강릉시,연곡면,0,0,0
5115051000,2024-07-31,강원특별자치도,강릉시,홍제동,9,4,5
5115052000,2024-07-31,강원특별자치도,강릉시,중앙동,0,0,0
5115054000,2024-07-31,강원특별자치도,강릉시,옥천동,0,0,0
5115055000,2024-07-31,강원특별자치도,강릉시,교1동,9,3,6
5115056000,2024-07-31,강원특별자치도,강릉시,교2동,1,1,0
5115057100,2024-07-31,강원특별자치도,강릉시,포남1동,8,4,4
5115057200,2024-07-31,강원특별자치도,강릉시,포남2동,6,4,2
5115058000,2024-07-31,강원특별자치도,강릉시,초당동,0,0,0
5115059000,2024-07-31,강원특별자치도,강릉시,송정동,0,0,0
5115060000,2024-07-31,강원특별자치도,강릉시,내곡동,8,5,3
5115061500,2024-07-31,강원특별자치도,강릉시,강남동,6,5,1
5115064500,2024-07-31,강원특별자치도,강릉시,성덕동,18,7,11
5115066500,2024-07-31,강원특별자치도,강릉시,경포동,6,3,3
5117051000,2024-07-31,강원특별자치도,동해시,천곡동,5,4,1
5117052000,2024-07-31,강원특별자치도,동해시,송정동,1,1,0
5117053000,2024-07-31,강원특별자치도,동해시,북삼동,12,5,7
5117054000,2024-07-31,강원특별자치도,동해시,부곡동,0,0,0
5117055000,2024-07-31,강원특별자치도,동해시,동호동,1,1,0
5117057000,2024-07-31,강원특별자치도,동해시,발한동,0,0,0
5117059000,2024-07-31,강원특별자치도,동해시,묵호동,0,0,0
5117060000,2024-07-31,강원특별자치도,동해시,북평동,14,9,5
5117063000,2024-07-31,강원특별자치도,동해시,망상동,1,1,0
5117065000,2024-07-31,강원특별자치도,동해시,삼화동,0,0,0
5119051500,2024-07-31,강원특별자치도,태백시,황지동,0,0,0
5119052500,2024-07-31,강원특별자치도,태백시,황연동,0,0,0
5119053500,2024-07-31,강원특별자치도,태백시,삼수동,1,0,1
5119054000,2024-07-31,강원특별자치도,태백시,상장동,2,2,0
5119058500,2024-07-31,강원특별자치도,태백시,문곡소도동,0,0,0
5119059500,2024-07-31,강원특별자치도,태백시,장성동,1,0,1
5119060500,2024-07-31,강원특별자치도,태백시,구문소동,0,0,0
5119061500,2024-07-31,강원특별자치도,태백시,철암동,0,0,0
5121051000,2024-07-31,강원특별자치도,속초시,영랑동,0,0,0
5121052000,2024-07-31,강원특별자치도,속초시,동명동,5,4,1
5121054000,2024-07-31,강원특별자치도,속초시,금호동,3,0,3
5121056000,2024-07-31,강원특별자치도,속초시,교동,2,2,0
5121057000,2024-07-31,강원특별자치도,속초시,노학동,6,1,5
5121058000,2024-07-31,강원특별자치도,속초시,조양동,24,11,13
5121059000,2024-07-31,강원특별자치도,속초시,청호동,1,1,0
5121060000,2024-07-31,강원특별자치도,속초시,대포동,0,0,0
5123025000,2024-07-31,강원특별자치도,삼척시,도계읍,0,0,0
5123025300,2024-07-31,강원특별자치도,삼척시,원덕읍,4,1,3
5123025400,2024-07-31,강원특별자치도,삼척시,원덕읍임원출장소,1,1,0
5123031000,2024-07-31,강원특별자치도,삼척시,근덕면,0,0,0
5123032000,2024-07-31,강원특별자치도,삼척시,하장면,0,0,0
5123033000,2024-07-31,강원특별자치도,삼척시,노곡면,0,0,0
5123034000,2024-07-31,강원특별자치도,삼척시,미로면,0,0,0
5123035000,2024-07-31,강원특별자치도,삼척시,가곡면,0,0,0
5123036000,2024-07-31,강원특별자치도,삼척시,신기면,0,0,0
5123051000,2024-07-31,강원특별자치도,삼척시,남양동,1,0,1
5123053000,2024-07-31,강원특별자치도,삼척시,교동,12,5,7
5123054000,2024-07-31,강원특별자치도,삼척시,정라동,5,3,2
5123057000,2024-07-31,강원특별자치도,삼척시,성내동,3,2,1
5172025000,2024-07-31,강원특별자치도,홍천군,홍천읍,16,6,10
5172031000,2024-07-31,강원특별자치도,홍천군,화촌면,0,0,0
5172032000,2024-07-31,강원특별자치도,홍천군,두촌면,0,0,0
5172033000,2024-07-31,강원특별자치도,홍천군,내촌면,0,0,0
5172034000,2024-07-31,강원특별자치도,홍천군,서석면,2,2,0
5172035200,2024-07-31,강원특별자치도,홍천군,영귀미면,0,0,0
5172036000,2024-07-31,강원특별자치도,홍천군,남면,1,0,1
5172037000,2024-07-31,강원특별자치도,홍천군,서면,0,0,0
5172038000,2024-07-31,강원특별자치도,홍천군,북방면,0,0,0
5172039000,2024-07-31,강원특별자치도,홍천군,내면,0,0,0
5173025000,2024-07-31,강원특별자치도,횡성군,횡성읍,3,2,1
5173031000,2024-07-31,강원특별자치도,횡성군,우천면,0,0,0
5173032000,2024-07-31,강원특별자치도,횡성군,안흥면,1,0,1
5173033000,2024-07-31,강원특별자치도,횡성군,둔내면,1,1,0
5173034000,2024-07-31,강원특별자치도,횡성군,갑천면,0,0,0
5173035000,2024-07-31,강원특별자치도,횡성군,청일면,0,0,0
5173036000,2024-07-31,강원특별자치도,횡성군,공근면,1,0,1
5173037000,2024-07-31,강원특별자치도,횡성군,서원면,0,0,0
5173038000,2024-07-31,강원특별자치도,횡성군,강림면,0,0,0
5175025000,2024-07-31,강원특별자치도,영월군,영월읍,3,2,1
5175025300,2024-07-31,강원특별자치도,영월군,상동읍,0,0,0
5175031200,2024-07-31,강원특별자치도,영월군,산솔면,0,0,0
5175032500,2024-07-31,강원특별자치도,영월군,김삿갓면,0,0,0
5175033000,2024-07-31,강원특별자치도,영월군,북면,0,0,0
5175034000,2024-07-31,강원특별자치도,영월군,남면,0,0,0
